Sppcode	strComName	strSciName	MGCode	MGName	N MU Tight	N MU Expanded	HabMG_Ha (Tight)	HabMG_Ha (Expanded)	MacroGroup % Increase
rDEBRx	Dekay's Brownsnake	Storeria dekayi	M507	Laurentian-Acadian Calcareous Scrub & Grassland	1	1	4,432.9	4,432.9	0
mCRVOx	Creeping Vole	Microtus oregoni	M886	Southern Vancouverian Dry Foothill Forest	3	3	593,921.2	593,921.2	0
rFLBRx	Florida Brownsnake	Storeria victa	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	5	8	187,999.7	187,999.7	0
rDEBRx	Dekay's Brownsnake	Storeria dekayi	12.A	Barren	2	3	5,512.8	7,801.2	29
mPASHx	Pacific Shrew	Sorex pacificus	M074	Western North American Vernal Pool	1	2	1,722.6	1,722.6	0
mPASHx	Pacific Shrew	Sorex pacificus	M886	Southern Vancouverian Dry Foothill Forest	1	3	97,488.3	202,400.6	52
rDEBRx	Dekay's Brownsnake	Storeria dekayi	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	6	6	36.9	36.9	0
rFHSNx	Flat-headed Snake	Tantilla gracilis	M151	Great Plains Forest & Woodland	2	4	63,168.4	63,168.4	0
rFLWOx	Florida Wormlizard	Rhineura floridana	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	1	8	108,915.3	146,745.8	26
rPINEl	Black Pinesnake	Pituophis melanoleucus lodingi	12.A	Barren	1	3	2,640.4	3,732.9	29
rTSLIx	Texas Spiny Lizard	Sceloporus olivaceus	M010	Madrean Lowland Evergreen Woodland	2	3	24,650.7	24,704.0	0
bYWARx	Yellow Warbler	Dendroica petechia	M049	Southern Rocky Mountain Montane Shrubland	2	2	1,956,314.1	1,991,640.8	2
bYWARx	Yellow Warbler	Dendroica petechia	M069	Eastern North American Marsh, Wet Meadow & Shrubland	2	5	1,844,063.9	2,220,082.7	17
rDEBRx	Dekay's Brownsnake	Storeria dekayi	8.A	Developed & Urban	2	4	21,968,558.6	25,832,680.8	15
rDEBRx	Dekay's Brownsnake	Storeria dekayi	M049	Southern Rocky Mountain Montane Shrubland	2	2	571.6	571.6	0
rFHSNx	Flat-headed Snake	Tantilla gracilis	M308	Southern Barrens & Glade	1	2	3,614.3	3,698.1	2
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M710	Caribbean Freshwater Marsh, Wet Meadow & Shrubland	1	3	57,225.8	827,667.7	93
aCPSAx	Cumberland Plateau Salamander	Plethodon kentucki	M111	Eastern North American Cliff & Rock Vegetation	4	9	1,356.6	1,414.7	4
aWASAx	Wandering Salamander	Aneides vagrans	M009	Californian Forest & Woodland	1	9	345,229.0	505,277.5	32
bBTBWx	Black-throated Blue Warbler	Dendroica caerulescens	M029	Central Hardwoods Floodplain Forest	3	9	198,603.6	865,143.9	77
bGKISx	Great Kiskadee	Pitangus sulphuratus	M015	Edwards Plateau Forest & Woodland	2	4	136,691.1	137,093.2	0
bGWWAx	Golden-winged Warbler	Vermivora chrysoptera	M029	Central Hardwoods Floodplain Forest	4	9	152,675.5	2,607,125.1	94
bYRWAx	Yellow-rumped Warbler	Dendroica coronata	M086	Chihuahuan Desert Scrub	5	5	9,607,950.2	9,607,950.2	0
mTXDEx	Texas Deermouse	Peromyscus attwateri	M015	Edwards Plateau Forest & Woodland	4	4	4,825,975.0	4,825,975.0	0
rSTELx	Spot-tailed Earless Lizard	Holbrookia lacerata	M067	Atlantic & Gulf Coastal Plain Wet Prairie & Marsh	1	11	15,738.7	22,892.8	31
bPISIx	Pine Siskin	Carduelis pinus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	5	6	1,082,300.7	1,608,680.0	33
bRTHUx	Ruby-throated Hummingbird	Archilochus colubris	M506	Eastern North American Grassland & Shrubland	1	7	12.5	9,600.8	100
bSNBUx	Snow Bunting	Plectrophenax nivalis	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	1	6	2,685,175.1	4,642,547.2	42
mCGMOx	Chihuahuan Grasshopper Mouse	Onychomys arenicola	M082	Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland	1	4	4,554.3	234,196.6	98
mCSMOx	Coast Mole	Scapanus orarius	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	3	6	59,201.8	90,112.7	34
mCSMOx	Coast Mole	Scapanus orarius	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	543,294.1	543,294.1	0
bATSPx	American Tree Sparrow	Spizella arborea	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	2	6	1,143,238.8	4,715,998.1	76
bLEGOx	Lesser Goldfinch	Carduelis psaltria	M011	Madrean Montane Forest & Woodland	1	2	573,565.2	654,624.5	12
bMOWAx	Mourning Warbler	Oporornis philadelphia	M506	Eastern North American Grassland & Shrubland	1	7	921.0	921.0	0
bPISIx	Pine Siskin	Carduelis pinus	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	4,940,862.8	5,088,564.7	3
bPISIx	Pine Siskin	Carduelis pinus	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	10	10	16,783,625.6	16,885,307.1	1
bRTHUx	Ruby-throated Hummingbird	Archilochus colubris	M509	Central-Piedmont Acidic Scrub & Grassland	2	2	3,849.7	3,849.7	0
bSNBUx	Snow Bunting	Plectrophenax nivalis	10.A	Recently Disturbed or Modified	8	12	4,203,751.5	6,405,367.8	34
mCSMOx	Coast Mole	Scapanus orarius	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	6	10	312,153.0	702,943.9	56
bMERLx	Merlin	Falco columbarius	M050	Southern Vancouverian Lowland Grassland & Shrubland	4	4	327,204.3	370,507.1	12
bSNBUx	Snow Bunting	Plectrophenax nivalis	M082	Warm & Cool Desert Alkali-Saline marsh, Playa & Shrubland	1	4	201,051.5	642,196.9	69
mCGGSx	Cascade Golden-mantled Ground Squirrel	Callospermophilus saturatus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	3	6	6,271.0	7,391.3	15
bATSPx	American Tree Sparrow	Spizella arborea	M093	Great Basin Saltbush Scrub	1	3	1,360,507.2	9,930,908.7	86
bATSPx	American Tree Sparrow	Spizella arborea	M506	Eastern North American Grassland & Shrubland	1	7	2,182.7	7,700.0	72
bLEGOx	Lesser Goldfinch	Carduelis psaltria	7.A.1	Woody Horticultural Crop	1	1	36,491.5	36,491.5	0
bLEGOx	Lesser Goldfinch	Carduelis psaltria	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	2	10	372,471.2	4,035,182.0	91
bMERLx	Merlin	Falco columbarius	M500	Central Rocky Mountain Mesic Lower Montane Forest	1	3	2.2	2.2	0
bMOWAx	Mourning Warbler	Oporornis philadelphia	M503	Central Hardwoods Swamp Forest	1	3	19,220.2	19,220.2	0
bPISIx	Pine Siskin	Carduelis pinus	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	2,571,443.1	2,571,443.1	0
bPISIx	Pine Siskin	Carduelis pinus	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	6	8	521,188.8	751,260.0	31
bPIWOx	Pileated Woodpecker	Dryocopus pileatus	M509	Central-Piedmont Acidic Scrub & Grassland	2	2	23,262.0	23,262.0	0
bRTHUx	Ruby-throated Hummingbird	Archilochus colubris	10.A	Recently Disturbed or Modified	6	12	4,671,869.7	10,815,349.0	57
bSNBUx	Snow Bunting	Plectrophenax nivalis	M051	Great Plains Mixedgrass & Fescue Prairie	4	5	24,480,724.3	24,846,954.4	1
bYGVIx	Yellow-green Vireo	Vireo flavoviridis	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	2	8	3,504.4	3,504.4	0
mNBLEx	Northern Bog Lemming	Synaptomys borealis	M048	Central Rocky Mountain Montane-Foothill Grassland & Shrubland	1	6	65,953.0	599,295.2	89
mCGMOx	Chihuahuan Grasshopper Mouse	Onychomys arenicola	M117	North American Warm Semi-Desert Cliff, Scree & Rock Vegetation	1	4	64,115.7	180,374.0	64
mCSMOx	Coast Mole	Scapanus orarius	M050	Southern Vancouverian Lowland Grassland & Shrubland	3	4	85,818.8	99,342.1	14
mNBLEx	Northern Bog Lemming	Synaptomys borealis	M299	North American Boreal Conifer Poor Swamp	1	1	89,195.2	89,195.2	0
mPJMOx	Pacific Jumping Mouse	Zapus trinotatus	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	5	6	27,437.4	27,437.4	0
mPASHc	Pacific Shrew (cascadensis)	Sorex pacificus cascadensis	10.A	Recently Disturbed or Modified	2	12	294,601.3	313,757.1	6
mPASHc	Pacific Shrew (cascadensis)	Sorex pacificus cascadensis	7.A.1	Woody Horticultural Crop	1	1	2,604.3	2,604.3	0
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M054	Central Lowlands Tallgrass Prairie	6	7	2,333,500.3	2,333,500.3	0
rSHNSx	Southern Hog-nosed Snake	Heterodon simus	12.A	Barren	1	3	34,593.8	40,500.3	15
bBLPWx	Blackpoll Warbler	Dendroica striata	M504	Laurentian-Acadian-Northeast Flooded & Swamp Forest	1	3	227,615.1	255,950.0	11
bBOCHx	Boreal Chickadee	Poecile hudsonica	M131	Eastern North American Alpine Tundra	1	2	2,787.4	6,374.1	56
bCOYEx	Common Yellowthroat	Geothlypis trichas	M501	Central Rocky Mountain Dry Lower Montane-Foothill Forest	3	6	4,405,705.6	12,206,305.1	64
bRUHUx	Rufous Hummingbird	Selasphorus rufus	M151	Great Plains Forest & Woodland	1	4	1,416.0	21,373.4	93
mACSHx	Arctic Shrew	Sorex arcticus	M069	Eastern North American Marsh, Wet Meadow & Shrubland	4	5	1,418,836.5	1,418,836.5	0
mNOMYx	Northern Myotis	Myotis septentrionalis	M504	Laurentian-Acadian-Northeast Flooded & Swamp Forest	3	3	1,808,024.9	1,808,024.9	0
rSGLIx	Slender Glass Lizard	Ophisaurus attenuatus	M151	Great Plains Forest & Woodland	2	4	12,463.7	13,378.7	7
bBBWOx	Black-backed Woodpecker	Picoides arcticus	M496	West-Central North American Boreal Forest	2	2	2,525,229.2	2,525,229.2	0
bCOYEx	Common Yellowthroat	Geothlypis trichas	M049	Southern Rocky Mountain Montane Shrubland	2	2	1,870,547.1	1,870,547.1	0
bSTFLx	Scissor-tailed Flycatcher	Tyrannus forficatus	M308	Southern Barrens & Glade	2	2	3,698.1	3,698.1	0
bSTJAx	Steller's Jay	Cyanocitta stelleri	M886	Southern Vancouverian Dry Foothill Forest	3	3	645,402.9	645,402.9	0
mNBARx	Nine-banded Armadillo	Dasypus novemcinctus	M881	Eastern North American Riverscour Vegetation	2	2	66,911.9	66,911.9	0
mNODEx	Northwestern Deermouse	Peromyscus keeni	M886	Southern Vancouverian Dry Foothill Forest	1	3	59,397.3	68,302.4	13
mNOMYx	Northern Myotis	Myotis septentrionalis	M881	Eastern North American Riverscour Vegetation	1	2	33,772.8	38,401.3	12
rGRANx	Green Anole	Anolis carolinensis	M134	Caribbean Coastal Lowland Dry Forest	3	3	23,195.2	23,195.2	0
rGRANx	Green Anole	Anolis carolinensis	M881	Eastern North American Riverscour Vegetation	1	2	14,378.0	18,983.3	24
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	9.A	Introduced & Semi Natural Vegetation	2	6	7,726.3	4,785,508.4	100
bCWWIx	Chuck-will's-widow	Caprimulgus carolinensis	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	4	8	285,152.7	447,084.4	36
bEAWPx	Eastern Wood-pewee	Contopus virens	M014	Laurentian-Acadian Hardwood - Conifer Mesic Forest	6	7	22,938,754.1	23,194,455.0	1
bEAWPx	Eastern Wood-pewee	Contopus virens	M031	Southern Coastal Plain Floodplain Forest	18	22	10,448,361.0	10,721,353.7	3
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M034	Rocky Mountain-Great Basin Montane Riparian Forest	5	6	929,849.1	940,291.7	1
bVERDx	Verdin	Auriparus flaviceps	M036	Interior Warm & Cool Desert Riparian Forest	4	7	226,909.8	287,680.5	21
bWESJx	Western Scrub-jay	Aphelocoma californica	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	2	6	122,919.4	571,215.4	78
bWWCRx	White-winged Crossbill	Loxia leucoptera	M009	Californian Forest & Woodland	3	9	499,655.0	830,393.2	40
bYWARx	Yellow Warbler	Dendroica petechia	M025	Vancouverian Subalpine Forest	1	7	5,114.3	453,102.6	99
bYWARx	Yellow Warbler	Dendroica petechia	M075	Western North American Montane-Subalpine Marsh, Wet Meadow & Shrubland	3	6	1,014,518.8	1,562,604.0	35
aPLSPx	Plains Spadefoot	Spea bombifrons	M087	Chihuahuan Semi-Desert Grassland	5	5	5,565,838.1	5,565,838.1	0
aSCSAx	Scott Bar Salamander	Plethodon asupak	M025	Vancouverian Subalpine Forest	5	7	2.4	586.8	100
bCCSPx	Clay-colored Sparrow	Spizella pallida	M087	Chihuahuan Semi-Desert Grassland	5	5	5,052,745.0	5,052,745.0	0
bCCSPx	Clay-colored Sparrow	Spizella pallida	M092	North America Warm-Desert Xeric-Riparian Scrub	1	1	23,370.6	23,370.6	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	1	4	6,068,061.3	8,956,645.5	32
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M031	Southern Coastal Plain Floodplain Forest	2	22	255,622.6	3,006,757.4	91
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M050	Southern Vancouverian Lowland Grassland & Shrubland	2	4	51,085.4	369,446.9	86
bHETHx	Hermit Thrush	Catharus guttatus	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	2	4	5,519,665.0	6,684,677.1	17
bVERDx	Verdin	Auriparus flaviceps	M043	Californian Chaparral	1	6	86,001.9	92,953.4	7
bWWCRx	White-winged Crossbill	Loxia leucoptera	M026	Intermountain Singleleaf Pinyon - Utah Juniper - Western Juniper Woodland	2	4	15,002.6	185,474.6	92
bWWCRx	White-winged Crossbill	Loxia leucoptera	M496	West-Central North American Boreal Forest	2	2	2,529,422.0	2,529,422.0	0
bYWARx	Yellow Warbler	Dendroica petechia	9.A	Introduced & Semi Natural Vegetation	2	6	17,642.5	8,269,162.3	100
bYWARx	Yellow Warbler	Dendroica petechia	M005	Western Atlantic & Caribbean Mangrove	1	1	233,308.4	233,308.4	0
bYWARx	Yellow Warbler	Dendroica petechia	M050	Southern Vancouverian Lowland Grassland & Shrubland	1	4	1,931.1	369,799.7	99
bYWARx	Yellow Warbler	Dendroica petechia	M099	Rocky Mountain-Sierran Alpine Tundra	1	7	277,014.0	739,954.2	63
aGBSAx	Georgia Blind Salamander	Haideotriton wallacei	M305	Southeastern North American Ruderal Forest	1	8	38,886.2	305,969.1	87
aPLSPx	Plains Spadefoot	Spea bombifrons	9.A	Introduced & Semi Natural Vegetation	3	6	4,290,393.7	7,643,811.2	44
bACWOx	Acorn Woodpecker	Melanerpes formicivorus	M010	Madrean Lowland Evergreen Woodland	1	3	537,844.7	2,868,800.0	81
bEAWPx	Eastern Wood-pewee	Contopus virens	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	4,606,736.5	4,763,948.9	3
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	9.A	Introduced & Semi Natural Vegetation	1	6	9,082.0	5,357,411.7	100
bHETHx	Hermit Thrush	Catharus guttatus	M014	Laurentian-Acadian Hardwood - Conifer Mesic Forest	6	7	22,609,738.5	22,610,490.3	0
bHETHx	Hermit Thrush	Catharus guttatus	M025	Vancouverian Subalpine Forest	5	7	1,191,007.4	1,604,691.5	26
bVERDx	Verdin	Auriparus flaviceps	M010	Madrean Lowland Evergreen Woodland	1	3	565,213.0	2,030,032.0	72
mCRVOx	Creeping Vole	Microtus oregoni	M025	Vancouverian Subalpine Forest	2	7	220,527.6	908,368.5	76
aPLSPx	Plains Spadefoot	Spea bombifrons	M500	Central Rocky Mountain Mesic Lower Montane Forest	1	3	105.9	3,071.3	97
aRISAx	Ringed Salamander	Ambystoma annulatum	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	266,724.5	266,866.8	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M011	Madrean Montane Forest & Woodland	2	2	631,833.4	631,833.4	0
bEVGRx	Evening Grosbeak	Coccothraustes vespertinus	M025	Vancouverian Subalpine Forest	6	7	1,583,283.1	1,664,532.5	5
mPJMOx	Pacific Jumping Mouse	Zapus trinotatus	M500	Central Rocky Mountain Mesic Lower Montane Forest	2	3	424,802.9	430,590.4	1
mNBLEx	Northern Bog Lemming	Synaptomys borealis	M168	Rocky Mountain-Vancouverian Subalpine-High Montane Mesic Meadow	1	5	27,180.2	53,928.7	50
mNBLEx	Northern Bog Lemming	Synaptomys borealis	M500	Central Rocky Mountain Mesic Lower Montane Forest	3	3	1,080,758.4	1,080,758.4	0
mOLDEx	Oldfield Deermouse	Peromyscus polionotus	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	2	8	117,926.6	342,194.9	66
mCGMOx	Chihuahuan Grasshopper Mouse	Onychomys arenicola	M093	Great Basin Saltbush Scrub	1	3	161,925.3	162,437.1	0
mCSMOx	Coast Mole	Scapanus orarius	M886	Southern Vancouverian Dry Foothill Forest	3	3	461,221.4	461,221.4	0
rWEFOx	Western Foxsnake	Pantherophis vulpina	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	17,893.6	17,893.6	0
rWEFOx	Western Foxsnake	Pantherophis vulpina	M071	Great Plains Marsh, Wet Meadow, Shrubland & Playa	3	4	24,938.6	24,938.6	0
rWEFOx	Western Foxsnake	Pantherophis vulpina	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	2	2	657,923.0	657,923.0	0
aCVSAx	Cave Salamander	Eurycea lucifuga	M882	Central Midwest Mesic Forest	1	3	145,489.0	386,610.1	62
aERBSx	Eastern Red-backed Salamander	Plethodon cinereus	M882	Central Midwest Mesic Forest	2	3	2,066,758.7	2,066,758.7	0
aWBSAx	Webster's Salamander	Plethodon websteri	M883	Appalachian-Central Interior-Northeastern Mesic Forest	1	6	147,927.8	233,295.3	37
bBCVIx	Black-capped Vireo	Vireo atricapilla	M053	Great Plains Shortgrass Prairie	1	2	3,643,807.9	3,971,805.5	8
bEATOx	Eastern Towhee	Pipilo erythrophthalmus	M016	Southern & South-Central Oak - Hickory - Pine Forest & Woodland	16	28	17,475,753.2	30,662,818.6	43
bPRFAx	Prairie Falcon	Falco mexicanus	7.B.2	Pasture & Hay Field Crop	1	1	9,692,734.6	9,692,734.6	0
bPRFAx	Prairie Falcon	Falco mexicanus	M052	Great Plains Sand Grassland & Shrubland	2	2	11,791,683.9	11,791,683.9	0
bSUTAx	Summer Tanager	Piranga rubra	M151	Great Plains Forest & Woodland	4	4	66,702.3	66,702.3	0
mPRSHx	Prairie Shrew	Sorex haydeni	M888	Arid West Interior Freswater Marsh	1	3	20,192.9	20,192.9	0
rCFLSx	Common Five-lined Skink	Plestiodon fasciatus	M032	Southern Coastal Plain Evergreen Hardwood-Conifer Swamp	1	5	363,802.4	422,819.6	14
rWEFOx	Western Foxsnake	Pantherophis vulpina	7.B.2	Pasture & Hay Field Crop	1	1	4,931,602.7	4,931,602.7	0
bLASPx	Lark Sparrow	Chondestes grammacus	10.A	Recently Disturbed or Modified	11	12	7,532,457.1	8,351,945.9	10
bLASPx	Lark Sparrow	Chondestes grammacus	M159	Laurentian & Acadian Pine - Hardwood Forest & Woodland	1	2	27,017.3	57,487.5	53
bSOSPx	Song Sparrow	Melospiza melodia	M305	Southeastern North American Ruderal Forest	1	8	565,858.4	13,854,963.2	96
bTOWAx	Townsend's Warbler	Dendroica townsendi	M091	Warm Interior Chaparral	2	4	0.0	141,188.6	100
mSEWEp	Point Reyes Mountain Beaver	Aplodontia rufa phaea	M043	Californian Chaparral	2	6	476.6	476.6	0
rDHNSx	Dusty Hog-nosed Snake	Heterodon gloydi	M067	Atlantic & Gulf Coastal Plain Wet Prairie & Marsh	2	11	27,424.9	27,424.9	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M022	Southern Rocky Mountain Lower Montane Forest	4	4	5,524,774.4	5,524,774.4	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M028	Great Plains Floodplain Forest	5	5	2,448,571.2	2,448,571.2	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M035	Vancouverian Flooded & Swamp Forest	2	3	82,704.4	101,315.9	18
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M059	Pacific Coastal Beach & Dune	1	3	24,649.8	29,218.1	16
bRLHAx	Rough-legged Hawk	Buteo lagopus	M028	Great Plains Floodplain Forest	3	5	1,562,262.0	3,132,314.6	50
bRLHAx	Rough-legged Hawk	Buteo lagopus	M059	Pacific Coastal Beach & Dune	3	3	10,324.3	10,324.3	0
bRLHAx	Rough-legged Hawk	Buteo lagopus	M093	Great Basin Saltbush Scrub	2	3	1,932,062.9	1,932,062.9	0
bSOSPx	Song Sparrow	Melospiza melodia	M059	Pacific Coastal Beach & Dune	1	3	24,649.8	29,218.1	16
bTOWAx	Townsend's Warbler	Dendroica townsendi	M023	Southern Vancouverian Montane-Foothill Forest	6	7	2,455,575.0	2,875,711.1	15
bTOWAx	Townsend's Warbler	Dendroica townsendi	M024	Vancouverian Lowland & Montane Forest	8	10	6,705,419.6	6,875,071.8	2
mESSKx	Eastern Spotted Skunk	Spilogale putorius	M305	Southeastern North American Ruderal Forest	2	8	1,592,827.1	10,978,675.7	85
rCHNIx	Chihuahuan Nightsnake	Hypsiglena jani	M130	Tamaulipan Scrub & Grassland	5	6	4,593,828.1	4,598,539.2	0
rYHGEx	Yellow-headed Gecko	Gonatodes albogularis	10.A	Recently Disturbed or Modified	2	12	4,607.4	4,607.4	0
bBRBLx	Brewer's Blackbird	Euphagus cyanocephalus	M091	Warm Interior Chaparral	4	4	1,192,510.2	1,192,649.8	0
bHOREx	Hoary Redpoll	Carduelis hornemanni	7.B.1	Herbaceous Agricultural Vegetation	1	1	72,221,322.0	72,221,322.0	0
mBEDEx	Black-eared Deermouse	Peromyscus melanotis	M091	Warm Interior Chaparral	1	4	36,365.9	36,365.9	0
mESSKx	Eastern Spotted Skunk	Spilogale putorius	M008	Southern Mesic Mixed Broadleaf Forest	8	8	2,535,581.0	2,535,581.0	0
rCAISx	Central American Indigo Snake	Drymarchon melanurus	M512	North American Warm Desert Ruderal Scrub & Grassland	1	1	183,115.9	183,115.9	0
rYHGEx	Yellow-headed Gecko	Gonatodes albogularis	M617	Caribbean Swamp	1	3	393.1	6,262.0	94
rSLCOx	Slowinski's Cornsnake	Pantherophis slowinskii	M008	Southern Mesic Mixed Broadleaf Forest	2	8	463,027.1	463,027.1	0
rCHNIx	Chihuahuan Nightsnake	Hypsiglena jani	10.A	Recently Disturbed or Modified	3	12	37,998.6	1,119,275.3	97
rDHNSx	Dusty Hog-nosed Snake	Heterodon gloydi	M130	Tamaulipan Scrub & Grassland	1	6	9.4	19,003.3	100
mSEWEp	Point Reyes Mountain Beaver	Aplodontia rufa phaea	M036	Interior Warm & Cool Desert Riparian Forest	1	7	404.5	404.5	0
rCHNIx	Chihuahuan Nightsnake	Hypsiglena jani	M116	Great Plains Cliff, Scree & Rock Vegetation	1	2	61,028.4	84,102.3	27
rCHNIx	Chihuahuan Nightsnake	Hypsiglena jani	M158	Great Plains Comanchian scrub & Open Vegetation	1	1	1,709,946.1	1,709,946.1	0
rDHNSx	Dusty Hog-nosed Snake	Heterodon gloydi	10.A	Recently Disturbed or Modified	1	12	302,989.7	420,020.1	28
rCHNIx	Chihuahuan Nightsnake	Hypsiglena jani	M171	Great Basin-Intermountain Dry Shrubland & Grassland	1	7	469,350.2	5,029,215.0	91
rMBHSx	Mexican Black-headed Snake	Tantilla atriceps	M130	Tamaulipan Scrub & Grassland	6	6	399,408.9	399,408.9	0
bWESJx	Western Scrub-jay	Aphelocoma californica	M886	Southern Vancouverian Dry Foothill Forest	2	3	125,105.8	218,058.5	43
bYWARx	Yellow Warbler	Dendroica petechia	M012	Central Midwest Oak Forest, Woodland & Savanna	4	4	5,039,566.7	5,039,566.7	0
bYWARx	Yellow Warbler	Dendroica petechia	M020	Rocky Mountain Subalpine-High Montane Conifer Forest	3	10	3,407,481.5	16,066,598.6	79
bYWARx	Yellow Warbler	Dendroica petechia	M051	Great Plains Mixedgrass & Fescue Prairie	2	5	757,622.3	27,545,374.1	97
mCRVOx	Creeping Vole	Microtus oregoni	M101	Vancouverian Alpine Tundra	1	3	19,089.5	52,352.6	64
rBHSKx	Broad-headed Skink	Plestiodon laticeps	M007	Longleaf Pine Woodland	15	20	4,694,882.0	5,536,302.6	15
rBHSKx	Broad-headed Skink	Plestiodon laticeps	M012	Central Midwest Oak Forest, Woodland & Savanna	2	4	1,517,309.3	1,542,720.6	2
mPMBAx	Pallas's Mastiff Bat	Molossus molossus	M005	Western Atlantic & Caribbean Mangrove	1	1	19,061.7	19,061.7	0
mSEGOx	Southeastern Pocket Gopher	Geomys pinetis	M885	Southeastern Coastal Plain Evergreen Oak - Mixed Hardwood Forest	1	8	138,309.8	305,870.1	55
rFLBRx	Florida Brownsnake	Storeria victa	M057	Eastern North American Dune & Coastal Grassland	3	8	5,114.5	5,114.5	0
rTSLIx	Texas Spiny Lizard	Sceloporus olivaceus	M154	Southern Great Plains Floodplain Forest & Woodland	1	2	344,091.4	344,091.4	0
rFLBRx	Florida Brownsnake	Storeria victa	M065	Southeastern Coastal Bog & Fen	1	1	1,630.7	1,630.7	0
